Date,Country,State,City,Pure Gold,Standard Gold
7/20/2017,India,Maharashtra,Nagpur,2817,2683
7/21/2017,India,Maharashtra,Nagpur,2844,2709
7/22/2017,India,Maharashtra,Nagpur,2863,2727
7/23/2017,India,Maharashtra,Nagpur,2863,2727
7/24/2017,India,Maharashtra,Nagpur,2864,2728
7/25/2017,India,Maharashtra,Nagpur,2857,2721
7/26/2017,India,Maharashtra,Nagpur,2844,2709
7/27/2017,India,Maharashtra,Nagpur,2867,2730
7/28/2017,India,Maharashtra,Nagpur,2859,2723
7/29/2017,India,Maharashtra,Nagpur,2873,2736
7/30/2017,India,Maharashtra,Nagpur,2873,2736
7/31/2017,India,Maharashtra,Nagpur,2872,2735
08-01-2017,India,Maharashtra,Nagpur,2873,2736
08-02-2017,India,Maharashtra,Nagpur,2863,2727
08-03-2017,India,Maharashtra,Nagpur,2847,2711
08-04-2017,India,Maharashtra,Nagpur,2867,2730
08-05-2017,India,Maharashtra,Nagpur,2848,2712
08-07-2017,India,Maharashtra,Nagpur,2847,2711
08-08-2017,India,Maharashtra,Nagpur,2853,2717
08-09-2017,India,Maharashtra,Nagpur,2863,2727
08-10-2017,India,Maharashtra,Nagpur,2944,2753
08-11-2017,India,Maharashtra,Nagpur,2923,2784
08-12-2017,India,Maharashtra,Nagpur,2922,2783
8/13/2017,India,Maharashtra,Nagpur,2922,2783
8/14/2017,India,Maharashtra,Nagpur,2907,2769
8/15/2017,India,Maharashtra,Nagpur,2907,2769
8/16/2017,India,Maharashtra,Nagpur,2886,2748
8/17/2017,India,Maharashtra,Nagpur,2915,2776
8/18/2017,India,Maharashtra,Nagpur,2935,2795
8/19/2017,India,Maharashtra,Nagpur,2897,2759
8/20/2017,India,Maharashtra,Nagpur,2897,2759
8/21/2017,India,Maharashtra,Nagpur,2896,2758
8/22/2017,India,Maharashtra,Nagpur,2911,2772
8/23/2017,India,Maharashtra,Nagpur,2909,2770
8/24/2017,India,Maharashtra,Nagpur,2903,2764
8/25/2017,India,Maharashtra,Nagpur,2913,2774
8/26/2017,India,Maharashtra,Nagpur,2913,2774
8/27/2017,India,Maharashtra,Nagpur,2913,2774
8/28/2017,India,Maharashtra,Nagpur,2935,2795
8/29/2017,India,Maharashtra,Nagpur,2991,2849
8/30/2017,India,Maharashtra,Nagpur,2964,2824
8/31/2017,India,Maharashtra,Nagpur,2962,2821
09-01-2017,India,Maharashtra,Nagpur,2987,2845
09-02-2017,India,Maharashtra,Nagpur,2995,2852
09-03-2017,India,Maharashtra,Nagpur,2995,2852
09-04-2017,India,Maharashtra,Nagpur,3025,2881
09-05-2017,India,Maharashtra,Nagpur,3012,2869
09-06-2017,India,Maharashtra,Nagpur,3030,2886
09-07-2017,India,Maharashtra,Nagpur,3023,2879
09-08-2017,India,Maharashtra,Nagpur,3047,2902
09-09-2017,India,Maharashtra,Nagpur,3040,2895
09-10-2017,India,Maharashtra,Nagpur,3040,2895
09-11-2017,India,Maharashtra,Nagpur,3018,2874
09-12-2017,India,Maharashtra,Nagpur,3000,2857
9/13/2017,India,Maharashtra,Nagpur,3012,2869
9/14/2017,India,Maharashtra,Nagpur,2996,2853
9/15/2017,India,Maharashtra,Nagpur,3005,2862
9/16/2017,India,Maharashtra,Nagpur,2997,2854
9/17/2017,India,Maharashtra,Nagpur,2997,2854
9/18/2017,India,Maharashtra,Nagpur,2980,2838
9/19/2017,India,Maharashtra,Nagpur,2975,2833
9/20/2017,India,Maharashtra,Nagpur,2989,2847
9/21/2017,India,Maharashtra,Nagpur,2971,2829
9/22/2017,India,Maharashtra,Nagpur,2974,2832
9/23/2017,India,Maharashtra,Nagpur,2973,2831
9/24/2017,India,Maharashtra,Nagpur,2973,2831
9/25/2017,India,Maharashtra,Nagpur,2974,2832
9/26/2017,India,Maharashtra,Nagpur,3016,2872
9/27/2017,India,Maharashtra,Nagpur,2996,2853
9/28/2017,India,Maharashtra,Nagpur,2974,2832
9/29/2017,India,Maharashtra,Nagpur,2977,2835
9/30/2017,India,Maharashtra,Nagpur,2984,2842
10-01-2017,India,Maharashtra,Nagpur,2984,2842
10-02-2017,India,Maharashtra,Nagpur,2979,2837
10-03-2017,India,Maharashtra,Nagpur,2955,2814
10-04-2017,India,Maharashtra,Nagpur,2954,2813
10-05-2017,India,Maharashtra,Nagpur,2949,2809
10-06-2017,India,Maharashtra,Nagpur,2941,2801
10-07-2017,India,Maharashtra,Nagpur,2962,2821
10-08-2017,India,Maharashtra,Nagpur,2962,2821
10-09-2017,India,Maharashtra,Nagpur,2972,2830
10-10-2017,India,Maharashtra,Nagpur,2981,2839
10-11-2017,India,Maharashtra,Nagpur,2978,2836
10-12-2017,India,Maharashtra,Nagpur,2985,2843
10/13/2017,India,Maharashtra,Nagpur,2976,2834
10/14/2017,India,Maharashtra,Nagpur,3002,2860
10/15/2017,India,Maharashtra,Nagpur,3002,2860
10/16/2017,India,Maharashtra,Nagpur,2992,2850
10/17/2017,India,Maharashtra,Nagpur,2972,2830
10/18/2017,India,Maharashtra,Nagpur,2968,2827
10/19/2017,India,Maharashtra,Nagpur,2966,2825
10/20/2017,India,Maharashtra,Nagpur,2970,2829
10/21/2017,India,Maharashtra,Nagpur,2971,2830
10/22/2017,India,Maharashtra,Nagpur,2971,2830
10/23/2017,India,Maharashtra,Nagpur,2951,2810
10/24/2017,India,Maharashtra,Nagpur,2954,2813
10/25/2017,India,Maharashtra,Nagpur,2946,2806
10/26/2017,India,Maharashtra,Nagpur,2944,2804
10/27/2017,India,Maharashtra,Nagpur,2941,2801
10/28/2017,India,Maharashtra,Nagpur,2950,2810
10/29/2017,India,Maharashtra,Nagpur,2950,2810
10/30/2017,India,Maharashtra,Nagpur,2941,2801
10/31/2017,India,Maharashtra,Nagpur,2941,2801
11-01-2017,India,Maharashtra,Nagpur,2933,2793
11-02-2017,India,Maharashtra,Nagpur,2930,2790
11-03-2017,India,Maharashtra,Nagpur,2925,2785
11-04-2017,India,Maharashtra,Nagpur,2924,2784
11-05-2017,India,Maharashtra,Nagpur,2924,2784
11-06-2017,India,Maharashtra,Nagpur,2919,2779
11-07-2017,India,Maharashtra,Nagpur,2940,2800
11-08-2017,India,Maharashtra,Nagpur,2947,2807
11-09-2017,India,Maharashtra,Nagpur,2954,2813
11-10-2017,India,Maharashtra,Nagpur,2961,2820
11-11-2017,India,Maharashtra,Nagpur,2961,2820
11-12-2017,India,Maharashtra,Nagpur,2961,2820
11/13/2017,India,Maharashtra,Nagpur,2960,2819
11/14/2017,India,Maharashtra,Nagpur,2953,2812
11/15/2017,India,Maharashtra,Nagpur,2964,2823
11/16/2017,India,Maharashtra,Nagpur,2950,2809
11/17/2017,India,Maharashtra,Nagpur,2952,2812
11/18/2017,India,Maharashtra,Nagpur,2978,2836
11/19/2017,India,Maharashtra,Nagpur,2978,2836
11/20/2017,India,Maharashtra,Nagpur,2972,2830
11/21/2017,India,Maharashtra,Nagpur,2949,2809
11/22/2017,India,Maharashtra,Nagpur,2950,2810
11/23/2017,India,Maharashtra,Nagpur,2958,2817
11/24/2017,India,Maharashtra,Nagpur,2957,2816
11/25/2017,India,Maharashtra,Nagpur,2959,2819
11/26/2017,India,Maharashtra,Nagpur,2959,2819
11/27/2017,India,Maharashtra,Nagpur,2957,2816
11/28/2017,India,Maharashtra,Nagpur,2954,2813
11/29/2017,India,Maharashtra,Nagpur,2954,2813
11/30/2017,India,Maharashtra,Nagpur,2937,2796
12-01-2017,India,Maharashtra,Nagpur,2926,2787
12-02-2017,India,Maharashtra,Nagpur,2947,2807
12-03-2017,India,Maharashtra,Nagpur,2947,2807
12-04-2017,India,Maharashtra,Nagpur,2917,2778
12-05-2017,India,Maharashtra,Nagpur,2918,2779
12-06-2017,India,Maharashtra,Nagpur,2907,2769
12-07-2017,India,Maharashtra,Nagpur,2889,2751
12-08-2017,India,Maharashtra,Nagpur,2864,2727
12-09-2017,India,Maharashtra,Nagpur,2874,2737
12-10-2017,India,Maharashtra,Nagpur,2874,2737
12-11-2017,India,Maharashtra,Nagpur,2858,2722
12-12-2017,India,Maharashtra,Nagpur,2855,2719
12/13/2017,India,Maharashtra,Nagpur,2850,2714
12/14/2017,India,Maharashtra,Nagpur,2871,2734
12/15/2017,India,Maharashtra,Nagpur,2864,2728
12/16/2017,India,Maharashtra,Nagpur,2874,2737
12/17/2017,India,Maharashtra,Nagpur,2874,2737
12/18/2017,India,Maharashtra,Nagpur,2869,2732
12/19/2017,India,Maharashtra,Nagpur,2875,2738
12/20/2017,India,Maharashtra,Nagpur,2877,2740
12/21/2017,India,Maharashtra,Nagpur,2879,2742
12/22/2017,India,Maharashtra,Nagpur,2881,2744
12/23/2017,India,Maharashtra,Nagpur,2903,2765
12/24/2017,India,Maharashtra,Nagpur,2903,2765
12/25/2017,India,Maharashtra,Nagpur,2893,2755
12/26/2017,India,Maharashtra,Nagpur,2903,2765
12/27/2017,India,Maharashtra,Nagpur,2920,2781
12/28/2017,India,Maharashtra,Nagpur,2935,2795
12/29/2017,India,Maharashtra,Nagpur,2935,2795
12/30/2017,India,Maharashtra,Nagpur,2961,2820
12/31/2017,India,Maharashtra,Nagpur,2961,2820
01-01-2018,India,Maharashtra,Nagpur,2948,2807
01-02-2018,India,Maharashtra,Nagpur,2957,2816
01-03-2018,India,Maharashtra,Nagpur,2960,2819
01-04-2018,India,Maharashtra,Nagpur,2946,2806
01-05-2018,India,Maharashtra,Nagpur,2959,2818
01-06-2018,India,Maharashtra,Nagpur,2966,2825
01-07-2018,India,Maharashtra,Nagpur,2966,2825
01-08-2018,India,Maharashtra,Nagpur,2955,2814
01-09-2018,India,Maharashtra,Nagpur,2962,2821
01-10-2018,India,Maharashtra,Nagpur,2967,2826
01-11-2018,India,Maharashtra,Nagpur,2975,2833
01-12-2018,India,Maharashtra,Nagpur,2992,2850
1/13/2018,India,Maharashtra,Nagpur,3012,2869
1/14/2018,India,Maharashtra,Nagpur,3012,2869
1/15/2018,India,Maharashtra,Nagpur,3017,2873
1/16/2018,India,Maharashtra,Nagpur,3026,2882
1/17/2018,India,Maharashtra,Nagpur,3023,2879
1/18/2018,India,Maharashtra,Nagpur,3004,2861
1/19/2018,India,Maharashtra,Nagpur,3019,2876
1/20/2018,India,Maharashtra,Nagpur,3028,2884
1/21/2018,India,Maharashtra,Nagpur,3028,2884
1/22/2018,India,Maharashtra,Nagpur,3022,2878
1/23/2018,India,Maharashtra,Nagpur,3026,2882
1/24/2018,India,Maharashtra,Nagpur,3039,2895
1/25/2018,India,Maharashtra,Nagpur,3068,2922
1/26/2018,India,Maharashtra,Nagpur,3068,2922
1/27/2018,India,Maharashtra,Nagpur,3068,2922
1/28/2018,India,Maharashtra,Nagpur,3068,2922
1/29/2018,India,Maharashtra,Nagpur,3040,2895
1/30/2018,India,Maharashtra,Nagpur,3037,2892
1/31/2018,India,Maharashtra,Nagpur,3045,2900
02-01-2018,India,Maharashtra,Nagpur,3038,2893
02-02-2018,India,Maharashtra,Nagpur,3064,2918
02-03-2018,India,Maharashtra,Nagpur,3050,2905
02-04-2018,India,Maharashtra,Nagpur,3050,2905
02-05-2018,India,Maharashtra,Nagpur,3041,2896
02-06-2018,India,Maharashtra,Nagpur,3057,2911
02-07-2018,India,Maharashtra,Nagpur,3033,2889
02-08-2018,India,Maharashtra,Nagpur,3001,2858
02-09-2018,India,Maharashtra,Nagpur,3010,2866
02-10-2018,India,Maharashtra,Nagpur,3023,2879
02-11-2018,India,Maharashtra,Nagpur,3023,2879
02-12-2018,India,Maharashtra,Nagpur,3021,2877
2/13/2018,India,Maharashtra,Nagpur,3036,2891
2/14/2018,India,Maharashtra,Nagpur,3033,2889
2/15/2018,India,Maharashtra,Nagpur,3071,2925
2/16/2018,India,Maharashtra,Nagpur,3087,2940
2/17/2018,India,Maharashtra,Nagpur,3096,2949
2/18/2018,India,Maharashtra,Nagpur,3096,2949
2/19/2018,India,Maharashtra,Nagpur,3083,2936
2/20/2018,India,Maharashtra,Nagpur,3073,2927
2/21/2018,India,Maharashtra,Nagpur,3058,2912
2/22/2018,India,Maharashtra,Nagpur,3054,2909
2/23/2018,India,Maharashtra,Nagpur,3058,2912
2/24/2018,India,Maharashtra,Nagpur,3067,2921
2/25/2018,India,Maharashtra,Nagpur,3067,2921
2/26/2018,India,Maharashtra,Nagpur,3073,2927
2/27/2018,India,Maharashtra,Nagpur,3070,2924
2/28/2018,India,Maharashtra,Nagpur,3053,2908
03-01-2018,India,Maharashtra,Nagpur,3038,2893
03-02-2018,India,Maharashtra,Nagpur,3049,2904
03-03-2018,India,Maharashtra,Nagpur,3068,2922
03-04-2018,India,Maharashtra,Nagpur,3068,2922
03-05-2018,India,Maharashtra,Nagpur,3064,2918
03-06-2018,India,Maharashtra,Nagpur,3054,2909
03-07-2018,India,Maharashtra,Nagpur,3071,2925
03-08-2018,India,Maharashtra,Nagpur,3061,2915
03-09-2018,India,Maharashtra,Nagpur,3050,2905
03-10-2018,India,Maharashtra,Nagpur,3066,2921
03-11-2018,India,Maharashtra,Nagpur,3066,2921
03-12-2018,India,Maharashtra,Nagpur,3046,2901
3/13/2018,India,Maharashtra,Nagpur,3042,2897
3/14/2018,India,Maharashtra,Nagpur,3054,2908
3/15/2018,India,Maharashtra,Nagpur,3046,2900
3/16/2018,India,Maharashtra,Nagpur,3041,2895
3/17/2018,India,Maharashtra,Nagpur,3041,2895
3/18/2018,India,Maharashtra,Nagpur,3041,2895
3/19/2018,India,Maharashtra,Nagpur,3030,2886
3/20/2018,India,Maharashtra,Nagpur,3043,2898
3/21/2018,India,Maharashtra,Nagpur,3044,2899
3/22/2018,India,Maharashtra,Nagpur,3069,2923
3/23/2018,India,Maharashtra,Nagpur,3086,2939
3/24/2018,India,Maharashtra,Nagpur,3105,2957
3/25/2018,India,Maharashtra,Nagpur,3105,2957
3/26/2018,India,Maharashtra,Nagpur,3094,2947
3/27/2018,India,Maharashtra,Nagpur,3095,2947
3/28/2018,India,Maharashtra,Nagpur,3084,2937
3/29/2018,India,Maharashtra,Nagpur,3067,2921
3/30/2018,India,Maharashtra,Nagpur,3066,2920
3/31/2018,India,Maharashtra,Nagpur,3072,2926
04-01-2018,India,Maharashtra,Nagpur,3072,2926
04-02-2018,India,Maharashtra,Nagpur,3071,2925
04-03-2018,India,Maharashtra,Nagpur,3085,2938
04-04-2018,India,Maharashtra,Nagpur,3099,2952
04-05-2018,India,Maharashtra,Nagpur,3065,2918
04-06-2018,India,Maharashtra,Nagpur,3058,2912
04-07-2018,India,Maharashtra,Nagpur,3075,2929
04-08-2018,India,Maharashtra,Nagpur,3075,2929
04-09-2018,India,Maharashtra,Nagpur,3070,2924
04-10-2018,India,Maharashtra,Nagpur,3080,2934
04-11-2018,India,Maharashtra,Nagpur,3107,2959
04-12-2018,India,Maharashtra,Nagpur,3120,2971
4/13/2018,India,Maharashtra,Nagpur,3108,2960
4/14/2018,India,Maharashtra,Nagpur,3140,2992
4/15/2018,India,Maharashtra,Nagpur,3140,2992
4/16/2018,India,Maharashtra,Nagpur,3124,2975
4/17/2018,India,Maharashtra,Nagpur,3127,2978
4/18/2018,India,Maharashtra,Nagpur,3142,2992
4/19/2018,India,Maharashtra,Nagpur,3155,3005
4/20/2018,India,Maharashtra,Nagpur,3147,2995
4/21/2018,India,Maharashtra,Nagpur,3151,3001
4/22/2018,India,Maharashtra,Nagpur,3151,3001
4/23/2018,India,Maharashtra,Nagpur,3137,2988
4/24/2018,India,Maharashtra,Nagpur,3131,2982
4/25/2018,India,Maharashtra,Nagpur,3147,2998
4/26/2018,India,Maharashtra,Nagpur,3140,2990
4/27/2018,India,Maharashtra,Nagpur,3129,2980
4/28/2018,India,Maharashtra,Nagpur,3140,2990
4/29/2018,India,Maharashtra,Nagpur,3140,2990
4/30/2018,India,Maharashtra,Nagpur,3115,2966
05-01-2018,India,Maharashtra,Nagpur,3114,2966
05-02-2018,India,Maharashtra,Nagpur,3109,2960
05-03-2018,India,Maharashtra,Nagpur,3106,2958
05-04-2018,India,Maharashtra,Nagpur,3113,2965
05-05-2018,India,Maharashtra,Nagpur,3134,2985
05-06-2018,India,Maharashtra,Nagpur,3134,2985
05-07-2018,India,Maharashtra,Nagpur,3134,2985
05-08-2018,India,Maharashtra,Nagpur,3123,2974
05-09-2018,India,Maharashtra,Nagpur,3127,2978
05-10-2018,India,Maharashtra,Nagpur,3139,2989
05-11-2018,India,Maharashtra,Nagpur,3154,3004
05-12-2018,India,Maharashtra,Nagpur,3166,3015
5/13/2018,India,Maharashtra,Nagpur,3166,3015
5/14/2018,India,Maharashtra,Nagpur,3158,3008
5/15/2018,India,Maharashtra,Nagpur,3150,3000
5/16/2018,India,Maharashtra,Nagpur,3117,2967
5/17/2018,India,Maharashtra,Nagpur,3100,2950
5/18/2018,India,Maharashtra,Nagpur,3110,2962
5/19/2018,India,Maharashtra,Nagpur,3124,2975
5/20/2018,India,Maharashtra,Nagpur,3124,2975
5/21/2018,India,Maharashtra,Nagpur,3105,2957
5/22/2018,India,Maharashtra,Nagpur,3123,2975
5/23/2018,India,Maharashtra,Nagpur,3132,2983
5/24/2018,India,Maharashtra,Nagpur,3139,2990
5/25/2018,India,Maharashtra,Nagpur,3135,2986
5/26/2018,India,Maharashtra,Nagpur,3133,2984
5/27/2018,India,Maharashtra,Nagpur,3133,2984
5/28/2018,India,Maharashtra,Nagpur,3104,2956
5/29/2018,India,Maharashtra,Nagpur,3138,2990
5/30/2018,India,Maharashtra,Nagpur,3110,2962
5/31/2018,India,Maharashtra,Nagpur,3118,2969
06-01-2018,India,Maharashtra,Nagpur,3098,2950
06-02-2018,India,Maharashtra,Nagpur,3089,2942
06-03-2018,India,Maharashtra,Nagpur,3089,2942
06-04-2018,India,Maharashtra,Nagpur,3084,2937
06-05-2018,India,Maharashtra,Nagpur,3086,2939
06-06-2018,India,Maharashtra,Nagpur,3088,2941
06-07-2018,India,Maharashtra,Nagpur,3089,2942
06-08-2018,India,Maharashtra,Nagpur,3115,2967
06-09-2018,India,Maharashtra,Nagpur,3118,2970
06-10-2018,India,Maharashtra,Nagpur,3118,2970
06-11-2018,India,Maharashtra,Nagpur,3100,2952
06-12-2018,India,Maharashtra,Nagpur,3100,2952
6/13/2018,India,Maharashtra,Nagpur,3102,2954
6/14/2018,India,Maharashtra,Nagpur,3119,2970
6/15/2018,India,Maharashtra,Nagpur,3125,2976
6/16/2018,India,Maharashtra,Nagpur,3095,2948
6/17/2018,India,Maharashtra,Nagpur,3095,2948
6/18/2018,India,Maharashtra,Nagpur,3092,2945
6/19/2018,India,Maharashtra,Nagpur,3096,2949
6/20/2018,India,Maharashtra,Nagpur,3079,2932
6/21/2018,India,Maharashtra,Nagpur,3061,2915
6/22/2018,India,Maharashtra,Nagpur,3061,2915
6/23/2018,India,Maharashtra,Nagpur,3071,2925
6/24/2018,India,Maharashtra,Nagpur,3071,2925
6/25/2018,India,Maharashtra,Nagpur,3076,2930
6/26/2018,India,Maharashtra,Nagpur,3054,2908
6/27/2018,India,Maharashtra,Nagpur,3070,2924
6/28/2018,India,Maharashtra,Nagpur,3067,2921
6/29/2018,India,Maharashtra,Nagpur,3051,2906
6/30/2018,India,Maharashtra,Nagpur,3059,2913
07-01-2018,India,Maharashtra,Nagpur,3059,2913
07-02-2018,India,Maharashtra,Nagpur,3048,2903
07-03-2018,India,Maharashtra,Nagpur,3040,2895
07-04-2018,India,Maharashtra,Nagpur,3063,2917
07-05-2018,India,Maharashtra,Nagpur,3066,2920
07-06-2018,India,Maharashtra,Nagpur,3071,2925
07-07-2018,India,Maharashtra,Nagpur,3070,2924
07-08-2018,India,Maharashtra,Nagpur,3070,2924
07-09-2018,India,Maharashtra,Nagpur,3073,2927
07-10-2018,India,Maharashtra,Nagpur,3061,2915
07-11-2018,India,Maharashtra,Nagpur,3057,2911
07-12-2018,India,Maharashtra,Nagpur,3037,2891
7/13/2018,India,Maharashtra,Nagpur,3024,2880
7/14/2018,India,Maharashtra,Nagpur,3029,2885
7/15/2018,India,Maharashtra,Nagpur,3029,2885
7/16/2018,India,Maharashtra,Nagpur,3032,2888
7/17/2018,India,Maharashtra,Nagpur,3021,2877
7/18/2018,India,Maharashtra,Nagpur,2987,2844
7/19/2018,India,Maharashtra,Nagpur,2993,2850
7/20/2018,India,Maharashtra,Nagpur,2997,2854
7/21/2018,India,Maharashtra,Nagpur,3018,2874
7/22/2018,India,Maharashtra,Nagpur,3018,2874
7/23/2018,India,Maharashtra,Nagpur,3009,2865
7/24/2018,India,Maharashtra,Nagpur,3006,2863
7/25/2018,India,Maharashtra,Nagpur,3006,2863
7/26/2018,India,Maharashtra,Nagpur,3006,2863
7/27/2018,India,Maharashtra,Nagpur,2988,2846
7/28/2018,India,Maharashtra,Nagpur,3003,2860
7/29/2018,India,Maharashtra,Nagpur,3003,2860
7/30/2018,India,Maharashtra,Nagpur,2989,2847
7/31/2018,India,Maharashtra,Nagpur,2983,2841
08-01-2018,India,Maharashtra,Nagpur,2985,2843
08-02-2018,India,Maharashtra,Nagpur,2974,2832
08-03-2018,India,Maharashtra,Nagpur,2959,2817
08-04-2018,India,Maharashtra,Nagpur,2973,2831
08-05-2018,India,Maharashtra,Nagpur,2973,2831
08-06-2018,India,Maharashtra,Nagpur,2966,2825
08-07-2018,India,Maharashtra,Nagpur,2969,2828
08-08-2018,India,Maharashtra,Nagpur,2963,2822
08-09-2018,India,Maharashtra,Nagpur,2962,2821
08-10-2018,India,Maharashtra,Nagpur,2964,2823
08-11-2018,India,Maharashtra,Nagpur,2984,2842
08-12-2018,India,Maharashtra,Nagpur,2984,2842
8/13/2018,India,Maharashtra,Nagpur,2986,2844
8/14/2018,India,Maharashtra,Nagpur,2968,2827
8/15/2018,India,Maharashtra,Nagpur,2977,2835
8/16/2018,India,Maharashtra,Nagpur,2957,2817
8/17/2018,India,Maharashtra,Nagpur,2944,2804
8/18/2018,India,Maharashtra,Nagpur,2961,2820
8/19/2018,India,Maharashtra,Nagpur,2961,2820
8/20/2018,India,Maharashtra,Nagpur,2952,2811
8/21/2018,India,Maharashtra,Nagpur,2965,2824
8/22/2018,India,Maharashtra,Nagpur,2974,2832
8/23/2018,India,Maharashtra,Nagpur,2968,2826
8/24/2018,India,Maharashtra,Nagpur,2975,2833
8/25/2018,India,Maharashtra,Nagpur,3004,2861
8/26/2018,India,Maharashtra,Nagpur,3004,2861
8/27/2018,India,Maharashtra,Nagpur,2999,2856
8/28/2018,India,Maharashtra,Nagpur,3026,2882
8/29/2018,India,Maharashtra,Nagpur,3015,2872
8/30/2018,India,Maharashtra,Nagpur,3024,2880
8/31/2018,India,Maharashtra,Nagpur,3039,2894
09-01-2018,India,Maharashtra,Nagpur,3029,2885
09-02-2018,India,Maharashtra,Nagpur,3029,2885
09-03-2018,India,Maharashtra,Nagpur,3027,2883
09-04-2018,India,Maharashtra,Nagpur,3034,2890
09-05-2018,India,Maharashtra,Nagpur,3044,2900
09-06-2018,India,Maharashtra,Nagpur,3067,2923
09-07-2018,India,Maharashtra,Nagpur,3056,2910
09-08-2018,India,Maharashtra,Nagpur,3065,2919
09-09-2018,India,Maharashtra,Nagpur,3065,2919
09-10-2018,India,Maharashtra,Nagpur,3063,2917
09-11-2018,India,Maharashtra,Nagpur,3072,2926
09-12-2018,India,Maharashtra,Nagpur,3061,2915
9/13/2018,India,Maharashtra,Nagpur,3068,2922
9/14/2018,India,Maharashtra,Nagpur,3067,2921
9/15/2018,India,Maharashtra,Nagpur,3066,2920
9/16/2018,India,Maharashtra,Nagpur,3066,2920
9/17/2018,India,Maharashtra,Nagpur,3082,2935
9/18/2018,India,Maharashtra,Nagpur,3083,2936
9/19/2018,India,Maharashtra,Nagpur,3097,2950
9/20/2018,India,Maharashtra,Nagpur,3076,2929
9/21/2018,India,Maharashtra,Nagpur,3092,2945
9/22/2018,India,Maharashtra,Nagpur,3077,2930
9/23/2018,India,Maharashtra,Nagpur,3077,2930
9/24/2018,India,Maharashtra,Nagpur,3083,2936
9/25/2018,India,Maharashtra,Nagpur,3090,2943
9/26/2018,India,Maharashtra,Nagpur,3085,2938
9/27/2018,India,Maharashtra,Nagpur,3075,2929
9/28/2018,India,Maharashtra,Nagpur,3049,2904
9/29/2018,India,Maharashtra,Nagpur,3074,2928
9/30/2018,India,Maharashtra,Nagpur,3074,2928
10-01-2018,India,Maharashtra,Nagpur,3061,2915
10-02-2018,India,Maharashtra,Nagpur,3084,2938
10-03-2018,India,Maharashtra,Nagpur,3118,2972
10-04-2018,India,Maharashtra,Nagpur,3123,2974
10-05-2018,India,Maharashtra,Nagpur,3137,2988
10-06-2018,India,Maharashtra,Nagpur,3158,3008
10-07-2018,India,Maharashtra,Nagpur,3158,3008
10-08-2018,India,Maharashtra,Nagpur,3131,2981
10-09-2018,India,Maharashtra,Nagpur,3121,2972
10-10-2018,India,Maharashtra,Nagpur,3116,2968
10-11-2018,India,Maharashtra,Nagpur,3141,2991
10-12-2018,India,Maharashtra,Nagpur,3177,3026
10/13/2018,India,Maharashtra,Nagpur,3176,3025
10/14/2018,India,Maharashtra,Nagpur,3176,3025
10/15/2018,India,Maharashtra,Nagpur,3211,3058
10/16/2018,India,Maharashtra,Nagpur,3196,3043
10/17/2018,India,Maharashtra,Nagpur,3186,3034
10/18/2018,India,Maharashtra,Nagpur,3185,3033
10/19/2018,India,Maharashtra,Nagpur,3194,3042
10/20/2018,India,Maharashtra,Nagpur,3189,3037
10/21/2018,India,Maharashtra,Nagpur,3189,3037
10/22/2018,India,Maharashtra,Nagpur,3172,3021
10/23/2018,India,Maharashtra,Nagpur,3210,3057
10/24/2018,India,Maharashtra,Nagpur,3183,3031
10/25/2018,India,Maharashtra,Nagpur,3187,3035
10/26/2018,India,Maharashtra,Nagpur,3204,3052
10/27/2018,India,Maharashtra,Nagpur,3197,3045
10/28/2018,India,Maharashtra,Nagpur,3197,3045
10/29/2018,India,Maharashtra,Nagpur,3190,3038
10/30/2018,India,Maharashtra,Nagpur,3186,3035
10/31/2018,India,Maharashtra,Nagpur,3180,3028
11-01-2018,India,Maharashtra,Nagpur,3186,3034
11-02-2018,India,Maharashtra,Nagpur,3178,3026
11-03-2018,India,Maharashtra,Nagpur,3191,3039
11-04-2018,India,Maharashtra,Nagpur,3191,3039
11-05-2018,India,Maharashtra,Nagpur,3187,3035
11-06-2018,India,Maharashtra,Nagpur,3197,3044
11-07-2018,India,Maharashtra,Nagpur,3176,3023
11-08-2018,India,Maharashtra,Nagpur,3156,3003
11-09-2018,India,Maharashtra,Nagpur,3156,3003
11-10-2018,India,Maharashtra,Nagpur,3138,2985
11-11-2018,India,Maharashtra,Nagpur,3138,2985
11-12-2018,India,Maharashtra,Nagpur,3139,2986
11/13/2018,India,Maharashtra,Nagpur,3117,2968
11/14/2018,India,Maharashtra,Nagpur,3096,2947
11/15/2018,India,Maharashtra,Nagpur,3119,2970
11/16/2018,India,Maharashtra,Nagpur,3106,2957
11/17/2018,India,Maharashtra,Nagpur,3124,2975
11/18/2018,India,Maharashtra,Nagpur,3124,2975
11/19/2018,India,Maharashtra,Nagpur,3102,2957
11/20/2018,India,Maharashtra,Nagpur,3105,2960
11/21/2018,India,Maharashtra,Nagpur,3107,2962
11/22/2018,India,Maharashtra,Nagpur,3100,2955
11/23/2018,India,Maharashtra,Nagpur,3080,2935
11/24/2018,India,Maharashtra,Nagpur,3079,2934
11/25/2018,India,Maharashtra,Nagpur,3079,2934
11/26/2018,India,Maharashtra,Nagpur,3077,2932
11/27/2018,India,Maharashtra,Nagpur,3076,2931
11/28/2018,India,Maharashtra,Nagpur,3055,2910
11/29/2018,India,Maharashtra,Nagpur,3054,2909
11/30/2018,India,Maharashtra,Nagpur,3047,2902
12-01-2018,India,Maharashtra,Nagpur,3050,2905
